topic_id,topic_count,topic_name,Representation,Representative_Docs
3,419,3_отставку_отставки_переворот_оппозиции,"['отставку', 'отставки', 'переворот', 'оппозиции', 'парламенте', 'голосование', 'отменить', 'переворота', 'оппозиция', 'парламент']","['Президента Южной Кореи подозревают в мятеже из-за введения военного положения — полиция страны начала расследование Правоохранители Южной Кореи начали расследование в отношении президента Юн Сок Еля по подозрению в мятеже, сообщает AFP со ссылкой на высокопоставленного офицера полиции. Поводом для возбуждения дела послужило объявленное Елем военное положение, которое спустя несколько часов было отменено депутатами парламента. После стычек с полицией и непродолжительных беспорядков ведущая в Южной Корее оппозиционная демократическая партия «Тобуро» инициировала импичмент в отношении министра обороны. Он в свою очередь извинился перед гражданами и подал в отставку. Голосование парламента по импичменту президента ожидается 6-7 декабря. Yonhap отмечает, что северокорейские СМИ хранят молчание о беспорядках в Южной Корее.', 'Военное положение в Южной Корее: куда смотрят на Западе? В Южной Корее президент, в виду угрозы объявления ему в парламенте импичмента, взял и ввёл в стране военное положение. При этом все СМИ теперь работают под контролем. Парламент временно не работает, политические партии запрещены. Последний раз такое здесь было 44 года назад!!! Парламентская оппозиция зовет народ на улицы. Она называет происходящее - попыткой государственного переворота. И объявила президента нелегитимным. Как вы думаете, сколько т.н. ""демократических"" стран поддержат народ Южной Кореи в его борьбе за демократию? Время пошло. Но, думаю, вы ответ и так знаете. ""Демократические"" страны возмущены событиями в Грузии. А в Южной Корее? А что в Южной Корее. В Южной Корее президентом их сукин сын. Значит и с демократией там все в порядке.😂😂😂', '🇰🇷 Весело там, однако, в Южной Корее. Попытка узурпации власти. Но голоса ""неправильно считают"" в Грузии и Румынии... Похоже, в угрозу нападения Кима в Сеуле не поверили... Парламент Южной Кореи проголосовал за отмену военного положения, набрав 190 голосов ""за"". Далее последует импичмент президенту. Военные покинули здание парламента Южной Кореи, передает Ренхап. #ЮжнаяКорея #КНДР #майдан']"
4,373,4_выборах_выборы_выборов_президентских выборах,"['выборах', 'выборы', 'выборов', 'президентских выборах', 'президентских выборов', 'избирателей', 'президентских', 'левых', 'политиков', 'франции']","['Дарья Платонова @dplatonova, эксперт по международным отношениям – для Незыгаря По результатам первого тура президентских выборов за место президента Франции 24 апреля поборются Эммануэль Макрон и антиглобалистска Марин Ле Пен. Эта дуэль - схватка двух мировоззрений и идеологических установок. Макрон - последовательный сторонник глобализма и крупного капитала, фигура, поддерживаемая Ротшильдами. Это ярко проявилось в его безусловной поддержке преступного проамериканского киевского режима, а также НАТО. Ле Пен – сторонница суверенной Франции, независящей от внешних сил и НАТО. Лакмусовой бумажкой их мировоззрения стал инцидент в Буче – Макрон сразу же безоговорочно обвинил Россию. Ле Пен предложила провести комплексное расследование, отказавшись обвинять какую-либо из сторон. В этом проявляется два подхода и мировоззрения. Предвзято-глобалистский и более взвешенный и объективный. То же касается и санкций. Макрон нетерпеливо вводил все новые и новые санкции, не думая о последствиях для Франции, в то время как Ле Пен справедливо отмечала, что они бьют по самой французской экономике. Противостояние Ле Пен и Макрона французский политический аналитик Жером Фурке называет схваткой «Франции низов и Франции верхов». А французский политолог Ален Де Бенуа добавляет, что эти выборы вообще противостояние народа и олигархата. Несмотря на то, что Макрон прошел во второй тур недовольство президентом растет. Во Франции даже есть специальный термин, обозначающий «провальную политику» Макрона – «макронизм». «Макронизм» — это и продолжительный экономический кризис с постоянной инфляцией и непрекращающимся ростом цен на бензин, газ и дизель , существенно усилившийся после введения антироссийских санкций. Это миграционная катастрофа и неспособность защитить от исламистов людей даже в тюрьме (громкое дело об убийстве француза Колонны радикальным исламистом). Это неудачи во внешней политике: от провала «миротворческой миссии» и поставок вооружений нацистскому Киеву до неоколониальной политики в Африке, обернувшейся крахом и позорным уходом Франции из Мали. В вину Макрону ставят и откровенно проамериканские симпатии, которые проявляются в сотрудничестве его правительства с американскими консалтинговыми фирмами, находящимися в альянсе с ЦРУ. Речь о крупном деле McKinsey. Макрон нанял связанную с ЦРУ американскую фирму для консалтинга по законопроектам, заплатил им миллиард евро за 2021 год, а они уклонялись от уплаты налогов. Его ругают за сомнительную сделке по продаже французского предприятия Alstom американской компании General Electrics. Исход второго тура не определен, опросы прогнозируют очень близкие позиции кандидатов. Идут на равных. За Ле Пен уже призвал голосовать крайне популярный консервативный политик Земмур и суверенист Дюпон-Эньян. За Макрона Пекресс, Жадо и ряд кандидатов, не прошедших 5 -процентный барьер. Да и сама Пекресс не может отвечать за всю республиканскую партию, так как ее коллега, звезда партии Республиканцев Эрик Сиотти заявил о том, что не собирается голосовать Макрона. Главная интрига выборов – набравший неожиданно много голосов левый политик антиглобалист Меланшон, весьма популярный среди желтых жилетов. Вся его кампания была построена на яростной критике «макронизма» и хотя сейчас он говорит о том, что не поддерживает Ле Пен, его сторонники тем не менее могут сделать иной выбор, ведь Макрон для них абсолютное зло. За него они голосовать точно не станут. Вопрос в том, проголосуют ли они за Ле Пен…', 'По итогам 1-го тура президентских выборов во Франции во второй тур выходят Макрон и Ле Пен. Достаточно прогнозируемый результат. Во втором туре шансы Макрона представляются предпочтительными, хотя факторы падения уровня жизни во Франции и потенциально скандальная история с французскими военными застрявшими в Мариуполе, может повлиять на расклады выборов во Франции. Макрон явно рассчитывает на то, что повторится привычный сценарий, когда многие голосуют за оппонента Ле Пен не из любви, а просто, чтобы не допустить Ле Пен к власти. Так уже было не раз. На этом строится расчет и сейчас. Ждем 2-го тура. PS. Еще стоит отметить 20% Меланшона на фоне 1,9% у Идальго, которая шла от Социалистической партии Франции. Она надломилась уже при Оланде и сейчас пережила самое позорное фиаско за последние 10 лет. Вполне заслуженно. Псевдосоциалисты получили заслуженную оценку народа. Меланшон же ныне является главным голосом официальных левых.', 'По итогам 1-го тура президентских выборов во Франции во второй тур выходят Макрон и Ле Пен. Достаточно прогнозируемый результат. Во втором туре шансы Макрона представляются предпочтительными, хотя факторы падения уровня жизни во Франции и потенциально скандальная история с французскими военными застрявшими в Мариуполе, может повлиять на расклады выборов во Франции. Макрон явно рассчитывает на то, что повторится привычный сценарий, когда многие голосуют за оппонента Ле Пен не из любви, а просто, чтобы не допустить Ле Пен к власти. Так уже было не раз. На этом строится расчет и сейчас. Ждем 2-го тура. PS. Еще стоит отметить 20% Меланшона на фоне 1,9% у Идальго, которая шла от Социалистической партии Франции. Она надломилась уже при Оланде и сейчас пережила самое позорное фиаско за последние 10 лет. Вполне заслуженно. Псевдосоциалисты получили заслуженную оценку народа. Меланшон же ныне является главным голосом официальных левых.']"
5,320,5_доверие_доверия_неделю_плохо,"['доверие', 'доверия', 'неделю', 'плохо', 'большинство', 'мнение', 'оценка', 'снижение', 'считают', 'недели']","['📊 ФОМ: политические индикаторы недели Президент Владимир Путин работает на своём посту скорее хорошо или скорее плохо? — скорее хорошо, 81% (ранее – 81%) — скорее плохо, 9% (ранее – 10%) Вы скорее доверяете или скорее не доверяете Владимиру Путину? — скорее доверяю, 77% (ранее – 79%) — скорее не доверяю, 12% (ранее – 13%) Правительство России работает скорее хорошо или скорее плохо? — скорее хорошо, 52% (ранее – 54%) — скорее плохо, 27% (ранее - 28%) Оценка работы президента сохранилась на прежнем уровне. При этом уровень доверия Владимиру Путину и оценка работы правительства незначительно снизились. Количество не определившихся с ответом отличается разнонаправленностью. Данные: ФОМ', '📊 ФОМ: политические индикаторы недели Президент Владимир Путин работает на своём посту скорее хорошо или скорее плохо? — скорее хорошо, 78% (ранее – 77%) — скорее плохо, 9% (ранее – 12%) Вы скорее доверяете или скорее не доверяете Владимиру Путину? — скорее доверяю, 77% (ранее – 76%) — скорее не доверяю, 13% (ранее – 15%) Правительство России работает скорее хорошо или скорее плохо? — скорее хорошо, 50% (ранее – 57%) — скорее плохо, 28% (ранее - 27%) Оценка работы президента и уровень доверия Владимиру Путину демонстрируют рост. В то же время оценка работы правительства несколько понизилась. Количество не определившихся с ответом в целом увеличилось. Данные: ФОМ', '📊 ФОМ: политические индикаторы недели Президент Владимир Путин работает на своём посту скорее хорошо или скорее плохо? — скорее хорошо, 78% (ранее – 77%) — скорее плохо, 9% (ранее – 12%) Вы скорее доверяете или скорее не доверяете Владимиру Путину? — скорее доверяю, 77% (ранее – 76%) — скорее не доверяю, 13% (ранее – 15%) Правительство России работает скорее хорошо или скорее плохо? — скорее хорошо, 50% (ранее – 57%) — скорее плохо, 28% (ранее - 27%) Оценка работы президента и уровень доверия Владимиру Путину демонстрируют рост. В то же время оценка работы правительства несколько понизилась. Количество не определившихся с ответом в целом увеличилось. Данные: ФОМ']"
6,306,6_мирным_кремле_прекращении_кремль,"['мирным', 'кремле', 'прекращении', 'кремль', 'прекращение', 'прекращения', 'остановить', 'объявил', 'готовности', 'российская']","['Путин объявил пасхальное перемирие, сообщает Кремль. В ходе встречи в Кремле Верховный Главнокомандующий заслушал доклад начальника Генерального штаба ВС РФ Валерия Герасимова о ситуации на линии боевого соприкосновения и сообщил, что российская сторона останавливает все боевые действия с 18.00 19 апреля до 00.00 21 апреля. Руководствуясь гуманитарными соображениями, сегодня с 18 часов до нуля часов с воскресенья на понедельник российская сторона объявляет пасхальное перемирие. Приказываю на этот период остановить все боевые действия. Исходим из того, что украинская сторона последует нашему примеру. При этом наши войска должны быть готовы к отражению возможных нарушений перемирия и провокаций со стороны противника, любых его агрессивных действий.', '⚡️🇷🇺🇺🇦 Путин объявил ПАСХАЛЬНОЕ ПЕРЕМИРИЕ, сообщает Кремль. В ходе встречи в Кремле Верховный Главнокомандующий заслушал доклад начальника Генерального штаба ВС РФ Валерия Герасимова о ситуации на линии боевого соприкосновения и сообщил, что российская сторона останавливает все боевые действия с 18.00 19 апреля до 00.00 21 апреля: Руководствуясь гуманитарными соображениями, сегодня с 18 часов до нуля часов с воскресенья на понедельник российская сторона объявляет пасхальное перемирие. Приказываю на этот период остановить все боевые действия. Исходим из того, что украинская сторона последует нашему примеру. При этом наши войска должны быть готовы к отражению возможных нарушений перемирия и провокаций со стороны противника, любых его агрессивных действий.', '⚡️🇷🇺🇺🇦 Путин объявил ПАСХАЛЬНОЕ ПЕРЕМИРИЕ, сообщает Кремль. В ходе встречи в Кремле Верховный Главнокомандующий заслушал доклад начальника Генерального штаба ВС РФ Валерия Герасимова о ситуации на линии боевого соприкосновения и сообщил, что российская сторона останавливает все боевые действия с 18.00 19 апреля до 00.00 21 апреля: Руководствуясь гуманитарными соображениями, сегодня с 18 часов до нуля часов с воскресенья на понедельник российская сторона объявляет пасхальное перемирие. Приказываю на этот период остановить все боевые действия. Исходим из того, что украинская сторона последует нашему примеру. При этом наши войска должны быть готовы к отражению возможных нарушений перемирия и провокаций со стороны противника, любых его агрессивных действий.']"
7,272,7_турции_выборов_выборах_выборы,"['турции', 'выборов', 'выборах', 'выборы', 'президентские выборы', 'президентских выборах', 'выборами', 'президентские', 'президентских выборов', 'туре']","['❗️Экс-кандидат в президенты Турции Оган поддержит Эрдогана во втором туре президентских выборов. Оган набрал в первом туре 5,17% голосов. Действующего президента Эрдогана поддержали 49,52% избирателей, а его ближайшего оппонента Кылычдароглу — 44,88%. Второй тур выборов в Турции пройдет 28 мая.', 'Эрдоган и Кылычдароглу проголосовали во 2-м туре президентских выборов в Турции. Эрдоган голосовал в Стамбуле, Кылычдароглу — в Анкаре. Глава ЦИК Турции заявил, что голосование проходит без инцидентов.', '⚡️Эрдоган заявил, что, по предварительным данным, лидирует на всеобщих выборах в Турции. Эрдоган обвинил оппозицию в попытке одурачить людей утверждениями, что их кандидат лидирует на президентских выборах. ⚡️Кылычдароглу заявил, что в Турции пройдет второй тур президентских выборов, оппозиция обязательно победит. ⚡️ЦИК подтвердил, что Эрдоган набирает менее 50% голосов на президентских выборах Турции.']"
8,231,8_вооруженных сил_военных_войск_военного,"['вооруженных сил', 'военных', 'войск', 'военного', 'войска', 'ветераны', 'военно', 'военной', 'армии', 'великой отечественной']","['❗🎉 Сегодня в России отмечается День Танкиста! Впервые праздник был установлен указом президиума Верховного Совета СССР от 11 июля 1946 года в ознаменование больших заслуг бронетанковых и механизированных войск в разгроме противника в годы Великой Отечественной войны, а также за заслуги танкостроителей в оснащении Вооруженных Сил страны бронетанковой техникой, и назывался День танкистов. В России с 2006 года его название изменилось на День танкиста. Дата празднования осталась прежней - второе воскресенье сентября. Поздравляем всех причастных! Подписаться на канал', 'День Воздушно-десантных войск России. Ежегодно 2 августа в России отмечается славная дата - День Воздушно-десантных войск (День ВДВ), установленная Указом Президента РФ №549 от 31 мая 2006 года «Об установлении профессиональных праздников и памятных дней в Вооруженных Силах Российской Федерации» как памятный день, призванный способствовать возрождению и развитию отечественных воинских традиций, повышению престижа военной службы и установленный в знак признания заслуг военных специалистов в решении задач обеспечения обороны и безопасности государства. История Воздушно-десантных войск (ВДВ) берет свое начало 2 августа 1930 года - тогда на учениях Военно-воздушных сил Московского военного округа под Воронежем для выполнения тактической задачи впервые было десантировано на парашютах подразделение десантников в составе 12 человек.', '«День войск противовоздушной обороны» — в СССР был введен Указом Президиума Верховного Совета СССР № 1098-IX, от 20 февраля 1975 года, как профессиональный праздник военнослужащих обеспечивающих выполнению задач по противовоздушной обороне территории СССР, а также объектов за её пределами находящихся под охраной Вооружённых Сил СССР. «День Войск ПВО» отмечался в СССР ежегодно, во второе воскресенье апреля. Указом Президента Российской Федерации от 31 мая 2006 года № 549 «Об установлении профессиональных праздников и памятных дней в Вооруженных Силах Российской Федерации» установлено, что День войск ПВО является памятным днем в Вооруженных Силах Российской Федерации. Отмечается также ежегодно, во второе воскресенье апреля. ⭐️С праздником, товарищи! Два майора']"
9,218,9_министра обороны_обороны_заместителя_замминистра,"['министра обороны', 'обороны', 'заместителя', 'замминистра', 'должности', 'должность', 'назначен', 'назначены', 'минобороны', 'вооруженных сил']","['Командир «Юга» стал замминистра обороны Указом президента Российской Федерации, генерал-полковник Александр Санчик, в разное время командовавший на СВО группировкой войск «Юг», назначен на должность заместителя министра обороны. На новом посту Санчик будет отвечать за материально-техническое обеспечение Вооруженных Сил. Его предшественник - генерал-полковник Андрей Булыга - стал заместителем секретаря Совета Безопасности. Удачи Александру Семеновичу на новой должности! Коц в VK | MAX | Дзен @sashakots', '⚡️Кадровые изменения в МО РФ: — Николай Панков, Руслан Цаликов, Татьяна Шевцова и Павел Попов указом Президента освобождены от должностей заместителей министра обороны; — Первым заместителем министра обороны назначен Леонид Горнин; — Анна Цивилева и Павел Фрадков назначены на должности заместителей министра; — На должность замминистра обороны — руководителя Аппарата Минобороны РФ назначен Олег Савельев. @voenkorKotenok', '⚡️Кадровые изменения в МО РФ: — Николай Панков, Руслан Цаликов, Татьяна Шевцова и Павел Попов указом Президента освобождены от должностей заместителей министра обороны; — Первым заместителем министра обороны назначен Леонид Горнин; — Анна Цивилева и Павел Фрадков назначены на должности заместителей министра; — На должность замминистра обороны — руководителя Аппарата Минобороны РФ назначен Олег Савельев. 🇷🇺 Вступай в наши ряды! @veteranrossii_online']"
10,208,10_верховному_майора_верховным_верховного,"['верховному', 'майора', 'верховным', 'верховного', 'военных', 'армия', 'должны', 'сказал', 'фронта', 'нужно']","['Как будет ""Я - легитимный президент"" и ""Остановитесь"" по-грузински? Два майора', 'Верховный: Россия не раз останавливала тех, кто рвался к мировому господству, так будет и впредь. #Валдай2024 Два майора', 'Верховный: Бам и Транссиб - расширять. Не зевать. Наверстать. Развить порты Ванино и Совгавань. Два майора']"
11,189,11_иран_погибли_погибших_погиб,"['иран', 'погибли', 'погибших', 'погиб', 'инцидент', 'катастрофы', 'министра иностранных', 'падения', 'президентского', 'гибели']","['‼️🇮🇷 Кадры эвакуации погибших с места падения вертолета иранского президента ▪️Обломки вертолета президента Ирана были обнаружены спасателями на высоте 2,5 тыс. метров. ▪️Церемония похорон президента Ирана и сопровождавших его лиц пройдет 21 мая в Тебризе. ▪️Первое после гибели президента Раиси открытое заседание парламента Ирана состоится завтра 21 мая. ▪️Помимо Ирана траур из-за гибели президента объявлен в Пакистане и Ливане. t.me/RVvoenkor', '❗️Президент Ирана Ибрахим Раиси погиб в результате крушения вертолёта. Все сопровождавшие президента, в том числе министр иностранных дел, погибли в результате катастрофы. /Mehr/ На видео - место крушение вертолёта с президентом Ирана на борту. #Иран @new_militarycolumnist', '⚠️ Обломки вертолета президента Раиси на месте крушения. 🥀 Все пассажиры президентского вертолета в Иране погибли — глава Иранского общества Красного Полумесяца. Раиси и сопровождавшие его лица погибли в первые же мгновения после крушения вертолета, сообщили в иранском Красном Полумесяце. Церемония похорон пройдет 21 мая в Тебризе, в Иране объявлен пятидневный траур. Что известно о катастрофе и реакции стран к этому часу: ▫️Обломки вертолета президента Ирана спасатели обнаружили на высоте 2,5 тысяч метров, сообщил глава иранского Красного Полумесяца; ▫️Замглавы МИД Ирана Али Багери Кани назначен исполняющим обязанности министра иностранных дел исламской республики после гибели министра; ▫️Израиль непричастен к крушению вертолета президента Ирана, заявил Reuters израильский чиновник; ▫️Первое после гибели президента Раиси открытое заседание парламента Ирана состоится 21 мая, сообщает Tasnim; ▫️Дипломаты Ирана продолжат отстаивать интересы страны на международной арене, несмотря на гибель президента и главы МИД; ▫️Россия, Азербайджан, Турция, КНР, ОАЭ, Малайзия, ЕС выразили соболезнования Ирану и пожелали стойкости народу страны. На первом видео — жители иранского Тебриза встречают тела погибших при крушении вертолета, на втором — кадры эвакуации тела президента Ирана, на третьем — реакция министра просвещения Ирана после официального сообщения о гибели Раиси.']"
12,178,12_абхазии_выборах_выборы_республику,"['абхазии', 'выборах', 'выборы', 'республику', 'преддверии', 'выборов', 'избирателей', 'поддержать', 'соотечественников', 'проголосовать']","['В Абхазии прощаются с соратником первого президента республики Станиславом Лакоба Постоянный автор @wargonzo Марианна Котова не раз общалась с автором первого учебника по истории Абхазии, бывшим заместителем председателя Верховного Совета Абхазии, экс-депутатом и, в конце концов, поэтом Станиславом Лакоба. А вот обсуждать его с друзьями Лакоба ей довелось уже после его смерти. Друзья в один голос называют его последним рыцарем абхазской государственности. «Интересы государства для него были превыше всего. Он не раз портил отношения с самыми близкими людьми только потому, что, по его мнению, они неправильно вели себя по отношению к стране», – вспоминает соратник Станислава Лакоба Сократ Джинджолия. «Печаль двойная на седой траве росла зонтом под одиноким небом» – эта короткая строка – стихотворение Станислава Лакоба – поэта, политика, ученого. Все три ипостаси умещались в одном человеке, существовали параллельно и одновременно. Как утверждают все, кто его знал, он никогда не отделял одну деятельность от другой. «Даже политические тексты он складывал как лирическое произведение. Он умел сказать важное так, чтобы затронуть самые глубокие чувства и побудить к действию», – говорит писатель Владимир Зантария о Лакоба. Станислав Лакоба стал прежде всего историком, нежели политиком, а начинал как поэт. Он поступил на филологический факультет, но перевёлся на исторический. И всё же именно поэзией он очаровывал сокурсников и преподавателей. «На втором курсе он умудрялся вместо ответов на семинаре читать нам стихи запрещённого Хлебникова.И объяснял, почему у Амеры мирящие берега», – говорит историк Резо Кация. Участие в национально-освободительном движении Абхазии было закономерным продолжением его карьеры историка. Он, как никто другой, знал факты истории Абхазии и умело пользовался ими. Именно его справка на три страницы для Владислава Ардзинба стала основой первого в истории учебника по истории Абхазии. Станислав Лакоба был не просто заместителем Владислава Ардзинба, когда тот занимал пост председателя Верховного Совета республики; он был его другом, человеком, на основании суждений которого первый президент Абхазии принимал самые сложные решения. «Он был лакмусовой бумажкой. Владислав выслушивал все мнения, а потом интересовался, что об этом думает Станислав. Он доверял и его знаниям, и его стилю», – говорит Сократ Джинджолия. А стиль у него был своеобразный, особенно что касается юмора. Шутить он любил остро и злободневно. Как вспоминает его друг и соратник Даур Барганджия, от его приколов однажды пострадал даже натовский генерал. «Датский генерал находился в Абхазии с наблюдательной миссией в послевоенное время. Мы повезли его смотреть Новоафонскую пещеру. А тогда ходили слухи, что абхазы каким-то образом общаются с чеченцами. Мы сели в вагончик, который везёт туристов вглубь пещеры, и Станислав сказал: ""Следующая остановка – Грозный"". Генерал стал улыбаться. Поезд двинулся, и на какой-то из платформ мы увидели человека (кого-то из сотрудников пещеры). Он был в шляпе, в какой ходил террорист Дудаев. Станислав крикнул ему: ""Привет, Джохар!"" – а человек помахал в ответ. И тогда генерал напрягся, улыбаться перестал и, даже понимая, что это невозможно, всё равно занервничал», – рассказывает Даур Барганджия. С юмором он относился ко всему и даже к истории. «На сколько процентов история– миф? – спросил однажды Даур Барганджия у Станислава Лакоба. – На восемьдесят? Нет, – ответил Станислав, – на девяносто». Было ли это шуткой, неизвестно, но это точно станет историческим анекдотом. Прямо как любил Станислав Лакоба, который и изучал, и писал историю Абхазии, да ещё и одновременно со стихами. «Со старой крыши упала капля – Отстала от вчерашней стаи ливня». @wargonzo', 'ЦИК готов помочь с открытием допучастков в Российской Федерации, если ЦИК Абхазии попросит. Центральная избирательная комиссия России получила много обращений от граждан Абхазии о необходимости открытия дополнительных избирательных участков в российских городах. Председатель ЦИК России Элла Памфилова заявила, что, если ЦИК Абхазии примет соответствующее решение, они готовы оперативно организовать эти участки. Досрочные выборы президента Абхазии пройдут 15 февраля, жители Абхазии, находящиеся в России, смогут голосовать только в Москве и Черкесске. Председатель ЦИК РФ отметила, что необходимо изменение законодательства Абхазии, так как действующие законы требуют принятия решения об открытии участков за 30 дней до выборов. Она выразила готовность ЦИК оказать помощь в организации дополнительных участков, если депутаты Абхазии учтут запросы своих сограждан и примут изменения в закон для упрощения процедуры. ✍ Подписывайся на Соловьёва!', '🗡🇹🇷 О турецком флёре Адгура Ардзинбы О том, что за переворотом в Абхазии стоит Турция, заговорили сразу после событий ноября минувшего года. ▪️Оно и понятно. Абхазия — это 210 км береговой линии Черного моря и великолепный транспортный узел: порты Сухума, Очамчира и Пицунды, общая граница с Краснодарским краем, Карачаево-Черкесией и так далее. К этой территории, несмотря на то, что Турция де-юре не признала независимость республики и считает ее частью Грузии, османы проявляют неподдельный интерес с конца 1990-х. ▪️На абхазском направлении Анкара работает в меру возможностей, учитывая геополитическую специфику региона. Например, через диаспору. На территории Турции проживает большое число этнических абхазов, которые не только поддерживают связи с республикой, но и имеют на исторической родине ряд определенных преференций. В частности, на получение земли. ▪️К слову, на предстоящих выборах президента Абхазии за пределами республики будут работать лишь три избирательных участка. Два — в России и один — в Турции. ▪️В 2015 году появилась информация о заходе в республику турецкой благотворительной организации Sadakatasi, которая сходу начала помогать абхазским сиротам, а уже в 2018 году обнародовала проект абхазской мечети. ▪️Результат проецирования Турцией своих интересов за рубежом через диаспоры, да и в целом возможности экономической экспансии Анкары в регионе хорошо видны на примере грузинской Аджарии. Там турки давно контролируют массу прибыльных предприятий и, по расхожему мнению, доминируют в сферах строительства, транспорта, обслуживания и многих других, повсеместно тесня местное население. ▪️Даже если не уходить в конспирологию и принять на веру тот факт, что «антироссийский» переворот в Абхазии случился без теневого участия Анкары, то возникает вопрос: а какова для страны альтернатива в виде Турции, которая даже независимость Абхазии не признает, да и не собирается этого делать? ▪️Даже если Анкара не имеет никакого отношения к перевороту, то в сложившемся в Абхазии положении дел она совершенно точно видит окно возможностей, которые стремится реализовать. ▪️Протурецкие ресурсы вовсю топят за «правильного» кандидата в президенты — ценителя лакшери-отдыха и выпускника колледжа образовательной сети турецкого проповедника Фетхуллаха Гюлена Адгура Ардзинбу. Того самого, на встречах с которым, по любопытному совпадению, звучат угрозы в адрес армянской общины Абхазии. ▪️Вот, например, канал, который вещает на республику и сообщает ее жителям, что Турция очень скоро будет лучшим другом Абхазии. Анкара «пробьет» Зангезурский коридор, «Грузия потеряет свою ценность даже как транзитное государство». Да и вообще Грузия «по факту всецело и полностью является собственностью Турецкой Республики». Все, что нужно сделать Абхазии, так это воссоединиться с уехавшими в ТР братьями, и сад зацветет: «Если Турция зайдет в Абхазию с репатриантами, все будет классно у Абхазии. Репатрианты граждане Турции и ничего грузинам не светит», — пишут авторы. ▪️Здесь же читателю скармливают жесткое противопоставление Турции России. Говорят, что «реальные патриоты Абхазии — протурецкие», а пророссийские жители страны — «конченные паскуды», якобы «документы, которые были захвачены в администрации президента [в ходе переворота], свидетельствуют о том, что Россия препятствует репатриации, а также не даёт Абхазии свободно общаться с Турцией». Об Ардзинбе данный ресурс, да и некоторые другие источники с душком турецкой пропаганды высказываются положительно, оперативно реагируя на негатив в его адрес. Как говорится, делайте выводы. @dntreadonme']"
