topic_id,before_n,after_n,before_share,after_share,delta_share,abs_delta_share,topic_name,scenario,before_start,before_end,after_start,after_end,n_days_after
4,368,5,0.0023739791244661774,0.0007593014426727411,-0.0016146776817934363,0.0016146776817934363,4_выборах_выборы_выборов_президентских выборах,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
10,208,0,0.0013418142877417523,0.0,-0.0013418142877417523,0.0013418142877417523,10_верховному_майора_верховным_верховного,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
12,178,0,0.0011482833808559227,0.0,-0.0011482833808559227,0.0011482833808559227,12_абхазии_выборах_выборы_республику,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
11,188,1,0.0012127936831511992,0.00015186028853454822,-0.001060933394616651,0.001060933394616651,11_иран_погибли_погибших_погиб,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
17,132,0,0.0008515359902976506,0.0,-0.0008515359902976506,0.0008515359902976506,17_министром обороны_министра обороны_министр обороны_министром,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
15,148,1,0.000954752473970093,0.00015186028853454822,-0.0008028921854355448,0.0008028921854355448,15_переговоры_переговорах_переговоров_разговор,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
20,124,0,0.0007999277484614293,0.0,-0.0007999277484614293,0.0007999277484614293,20_интервью_россию_говорит_мысли,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
25,111,0,0.0007160643554775698,0.0,-0.0007160643554775698,0.0007160643554775698,25_гражданство_российское_российским_российского,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
14,157,2,0.001012811746035842,0.00030372057706909645,-0.0007090911689667456,0.0007090911689667456,14_осетии_президентских_кандидат президенты_президентских выборах,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
16,133,1,0.0008579870205271782,0.00015186028853454822,-0.00070612673199263,0.00070612673199263,16_крыму_крым_крыма_вице премьер,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
27,105,0,0.0006773581741004039,0.0,-0.0006773581741004039,0.0006773581741004039,27_оппозиции_абхазии_оппозицией_оппозиция,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
30,93,8,0.000599945811346072,0.0012148823082763858,0.0006149364969303138,0.0006149364969303138,30_украину_властей_серьезно_помочь,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
13,164,3,0.0010579689576425354,0.00045558086560364467,-0.0006023880920388908,0.0006023880920388908,13_санкции_санкции против_санкций_запрет,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
29,95,8,0.0006128478718051272,0.0012148823082763858,0.0006020344364712585,0.0006020344364712585,29_родился_день_основатель_14,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
8,218,13,0.0014063245900370288,0.0019741837509491267,0.0005678591609120979,0.0005678591609120979,8_вооруженных сил_военных_войск_военного,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
18,126,2,0.0008128298089204846,0.00030372057706909645,-0.0005091092318513881,0.0005091092318513881,18_самолета_самолет_инцидент_произошедшего,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
9,212,6,0.001367618408659863,0.0009111617312072893,-0.0004564566774525737,0.0004564566774525737,9_министра обороны_обороны_заместителя_замминистра,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
22,111,7,0.0007160643554775698,0.0010630220197418376,0.0003469576642642678,0.0003469576642642678,22_терроризма_задержали_кремле_telegram,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
19,118,7,0.0007612215670842633,0.0010630220197418376,0.00030180045265757426,0.00030180045265757426,19_завершилось_завершился_переговорах_переговоров,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
23,113,3,0.000728966415936625,0.00045558086560364467,-0.00027338555033298037,0.00027338555033298037,23_переговоры_телефонный разговор_обсудили_разговор,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
26,104,3,0.0006709071438708761,0.00045558086560364467,-0.00021532627826723147,0.00021532627826723147,26_выборах_выборов_властей_протестующих,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
21,117,4,0.0007547705368547357,0.0006074411541381929,-0.00014732938271654278,0.00014732938271654278,21_отставке_кремля_подписал указ_указом,v1_fixed_2022_to_cutoff,2022-02-24,2026-01-15,2026-01-16,2026-04-24,99
